Label,Message,Message_Length,Word_Count,Sentence_Count,Transformed_Message,Clean_Length
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,143,27,4,happi new year dear brother realli miss got number decid send text wish happi abiola,84
ham,That means get the door,23,5,1,mean get door,13
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",94,22,10,hmmm thought said hour slave late punish,40
ham,Beerage?,8,1,1,beerag,6
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,99,15,2,import custom servic announc premier call freephon,50
ham,Dont think so. It turns off like randomlly within 5min of opening,65,12,2,dont think turn like randomlli within min open,46
ham,"She was supposed to be but couldn't make it, she's still in town though",71,14,1,suppos couldnt make she still town though,41
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,117,24,4,time fix spell sometim get complet diff word go figur,53
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),129,23,2,ever thought live good life perfect partner txt back name age join mobil commun psm,83
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.",158,26,4,free top polyphon tone call nation rate get toppoli tune sent everi week text subpoli å£ per pole unsub,103
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,150,29,4,hope enjoy game yesterday sorri ive touch pl know fondli bein thot great week abiola,84
ham,All e best 4 ur driving tmr :-),31,8,1,e best ur drive tmr,19
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,72,12,1,ywhere u dogbreath sound like jan c thatåõ al,45
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,70,14,2,omg want scream weigh lost weight woohoo,40
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,94,16,3,gener isnt one uncount noun u dictionari piec research,54
ham,it's really getting me down just hanging around.,48,8,2,realli get hang around,22
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",160,27,5,orang custom may claim free camera phone upgrad loyalti call offer end thmarch tc appli optout availa,101
ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",98,17,1,petey boy wherear friendsar thekingshead come canlov nic,56
ham,Ok i msg u b4 i leave my house.,31,9,2,ok msg u b leav hous,20
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",43,7,1,gimm ltgt minut ago,19
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",154,26,4,last chanc claim ur å£ worth discount voucher today text shop savamob offer mobil cs savamob pobox muz å£ sub,109
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,71,15,3,appt lttimegt fault u dont listen told u twice,46
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,162,29,5,free st week nokia tone ur mobil everi week txt nokia get txting tell ur mate pobox wwq normpton,96
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,143,27,2,guarante å£ award even å£ cashto claim ur award call free stop getstop php rg jx,80
ham,K I'll be there before 4.,25,6,2,k ill,5
ham,I dled 3d its very imp,22,6,1,dled imp,8
ham,"sure, but make sure he knows we ain't smokin yet",48,10,1,sure make sure know aint smokin yet,35
ham,Boooo you always work. Just quit.,33,6,3,boooo alway work quit,21
ham,I am taking half day leave bec i am not well,44,11,1,take half day leav bec well,27
ham,Ugh I don't wanna get out of bed. It's so warm.,47,11,3,ugh dont wanna get bed warm,27
ham,S:)s.nervous  &lt;#&gt; :),26,3,2,ssnervou ltgt,13
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,112,21,3,there ring come guy costum gift futur yowif hint hint,53
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,150,23,3,congratul ur award either å£ cd gift voucher free entri å£ weekli draw txt music tnc,84
ham,I borrow ur bag ok.,19,5,2,borrow ur bag ok,16
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",133,23,3,u outbid simonwatson shinco dvd plyr bid visit sm acsmsreward end bid notif repli end,85
ham,Where's my boytoy? I miss you ... What happened?,48,9,4,where boytoy miss happen,24
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",107,23,2,lot use one babe model doesnt help youi bring hell match,56
ham,Also are you bringing galileo or dobby,38,7,1,also bring galileo dobbi,24
ham,Then why you not responding,27,5,1,respond,7
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",129,23,2,boo babe u enjoyin yourjob u seem b gettin well hunnyhop ure oktak care iåõllspeak u soonlot lovem xxxx,103
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,131,24,1,good afternoon starshin how boytoy crave yet ach fuck sip cappuccino miss babe teas kiss,88
ham,On the road so cant txt,23,6,1,road cant txt,13
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",156,20,7,smsservic yourinclus text credit pl goto login qxj unsubscrib stop extra charg help comuk cm ae,95
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,161,31,4,p alfi moon children need song ur mob tell ur ms txt tone chariti nokia poli chariti poli zed profit chariti,108
ham,Hmm .. Bits and pieces lol ... *sighs* ...,42,9,9,hmm bit piec lol sigh,21
ham,Hahaha..use your brain dear,27,4,3,hahahaus brain dear,19
ham,Hey. You got any mail?,22,5,2,hey got mail,12
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",98,17,1,sorri light turn green meant anoth friend want ltgt worth may around,68
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,89,14,4,thank yesterday sir wonder hope enjoy burial mojibiola,54
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,147,27,7,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care,89
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx,130,29,1,hi mate rv u hav nice hol messag say hello coz havenåõt sent u age start drive stay roadsrvx,92
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",152,24,5,dear voucher holder claim week offer pc pleas go tsc appli stop text txt stop,77
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",215,43,5,thank much skype wit kz sura didnt get pleasur compani hope good weve given ultimatum oh countin aburo enjoy messag sent day ago,128
ham,Surely result will offer:),26,4,1,sure result offer,17
ham,Good Morning my Dear........... Have a great &amp; successful day.,66,10,13,good morn dear great amp success day,36
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,149,28,1,want anytim network min text new video phone five pound per week call repli deliveri tomorrow,93
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",372,76,5,sir late pay rent past month pay ltgt charg felt would inconsider nag someth give great cost that didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank,196
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,155,28,1,tri contact offer new video phone anytim network min half price rental camcord call repli deliveri wed,102
spam,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,162,28,5,last chanc claim ur å£ worth discount voucherstext ye nowsavamobmemb offer mobil cs å£ sub remov txt x stop,107
ham,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,82,20,1,luv u soo much u donåõt understand special u r ring u morrow luv u xxx,70
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",73,14,2,pl send comprehens mail im pay much,35
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,76,12,3,prashanthettan mother pass away last night pray famili,54
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",153,26,2,urgent call landlin complimentari ibiza holiday cash await collect sae tc po box sk wp ppm,90
ham,K.k:)when are you going?,24,4,2,kkwhen go,9
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,231,41,2,meanwhil shit suit xavier decid give us ltgt second warn samantha come play jay guitar impress shit also dont think doug realiz dont live anymor,144
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,87,18,3,stomach thru much trauma swear cant eat better lose weight,58
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,72,13,5,officewhat mattermsg nowi call break,36
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",105,21,2,yeah there bare enough room two us x mani fuck shoe sorri man see later,71
ham,U reach orchard already? U wan 2 go buy tickets first?,54,11,1,u reach orchard alreadi u wan go buy ticket first,49
ham,"I am real, baby! I want to bring out your inner tigress...",58,12,4,real babi want bring inner tigress,34
ham,No da if you run that it activate the full version da.,54,12,2,da run activ full version da,28
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",118,21,2,ah poor babyhop urfeel bettersn luv probthat overdos work hey go care spk u sn lot lovejen xxx,94
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,88,18,3,stop stori ive told ive return he say order,43
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,144,28,3,talk sexi make new friend fall love world discreet text date servic text vip see could meet,91
ham,Going to take your babe out ?,29,7,1,go take babe,12
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,136,26,4,hai ana tomarrow come morn ltdecimalgt ill sathi go rto offic repli came home,77
ham,Spoons it is then okay?,23,5,1,spoon okay,10
ham,Did he just say somebody is named tampa,39,8,1,say somebodi name tampa,23
ham,In work now. Going have in few min.,35,8,3,work go min,11
ham,Your brother is a genius,24,5,1,brother geniu,13
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",95,20,1,sorri guess whenev get hold connect mayb hour two ill text,58
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,73,18,2,u find time bu coz need sort stuff,34
ham,Dude ive been seeing a lotta corvettes lately,45,8,1,dude ive see lotta corvett late,31
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,161,24,4,congratul ur award either yr suppli cd virgin record mysteri gift guarante call tsc å£pm approx min,99
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",159,30,1,consid wall bunker shit import never play peac guess place high enough dont matter,82
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,149,22,5,privat account statement xxxxxx show unredeem point call identifi code expir,76
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,134,28,4,hello need posh bird chap user trial prod champney put need address dob asap ta r,81
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,154,32,1,u want xma free text messag new video phone half price line rental call free find,81
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",92,19,1,well offici philosoph hole u wanna call home readi save,55
ham,Its going good...no problem..but still need little experience to understand american customer voice...,102,13,9,go goodno problembut still need littl experi understand american custom voic,76
ham,I'll text you when I drop x off,31,8,1,ill text drop x,15
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,77,17,3,ugh long day im exhaust want cuddl take nap,43
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,139,21,7,talk atleast day otherwis miss best friend world shakespear shesil ltgt,71
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",158,28,2,shop till u drop either k k å£ cash å£ travel voucher call ntt po box crbt fixedlin cost ppm mobil vari,103
ham,Are you in castor? You need to see something,44,9,1,castor need see someth,22
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,137,26,3,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr å£ sptyron,102
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,132,24,1,u secret admir look make contact ufind rreveal think ur specialcal,66
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,143,24,1,u secret admir look make contact ufind rreveal think ur specialcal stopsm,73
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,127,20,5,remind download content alreadi paid goto mymobi tv collect content,67
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",276,57,5,see knew give break time woul lead alway want miss curfew gonna gibe til one midnight movi gonna get til need come home need getsleep anyth need b studdi ear train,163
ham,I love to give massages. I use lots of baby oil... What is your fave position?,78,16,5,love give massag use lot babi oil fave posit,44
ham,Dude we should go sup again,27,6,1,dude go sup,11
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,79,16,2,yoyyooo u know chang permiss drive mac usb flash drive,54
ham,Gibbs unsold.mike hussey,24,3,2,gibb unsoldmik hussey,21
ham,I like to talk pa but am not able to. I dont know y.,52,14,3,like talk pa abl dont know,26
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,68,15,4,dun cut short leh u dun like ah fail she quit sad,49
ham,You unbelievable faglord,24,3,1,unbeliev faglord,16
ham,Wife.how she knew the time of murder exactly,44,8,2,wifehow knew time murder exactli,32
ham,Why do you ask princess?,24,5,1,ask princess,12
ham,I am great princess! What are you thinking about me? :),55,11,1,great princess think,20
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,62,9,8,nutter cutter ctter cttergg cttargg ctargg ctagg ie,51
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,104,25,3,ok noe ure busi im realli bore msg u oso dunno wat colour choos one,67
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,87,15,1,doesnt g class earli tomorrow thu shouldnt tri smoke ltgt,57
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",150,26,3,superb thought grate u dont everyth u want mean u still opportun happier tomorrow u today,89
ham,Hope you are having a good week. Just checking in,49,10,2,hope good week check,20
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",154,32,4,im use hope agent dont drop sinc ive book thing year whole boston nyc experi,76
ham,"Thursday night? Yeah, sure thing, we'll work it out then",56,10,1,thursday night yeah sure thing well work,40
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,126,22,3,probabl money worri thing come due sever outstand invoic work two three month ago,81
ham,How is it possible to teach you. And where.,43,9,3,possibl teach,13
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",77,18,1,wonder phone batteri went dead tell love babe,45
ham,Lovely smell on this bus and it ain't tobacco... ,49,9,4,love smell bu aint tobacco,26
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",84,14,1,get worri derek taylor alreadi assum worst,42
ham,Hey what's up charles sorry about the late reply.,49,9,2,hey what charl sorri late repli,31
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",162,26,1,lastest stereophon marley dizze racal libertin stroke win nookii game flirt click themob wap bookmark text wap,110
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,79,16,3,ill give plu said grinul greet whenev speak,43
ham,WHITE FUDGE OREOS ARE IN STORES,31,6,1,white fudg oreo store,21
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",155,24,4,januari male sale hot gay chat cheaper call nation rate pmin cheap pmin peak stop text call pmin,96
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,146,35,2,love come took long leav zaher got word ym happi see sad left miss,66
ham,I am sorry it hurt you.,23,6,2,sorri hurt,10
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,160,33,6,cant feel nauseou im piss didnt eat sweet week caus today plan pig diet week im hungri,86
ham,Ok lor but not too early. Me still having project meeting now.,62,12,3,ok lor earli still project meet,31
ham,"Call me da, i am waiting for your call.",39,9,2,call da wait call,17
ham,I could ask carlos if we could get more if anybody else can chip in,67,15,1,could ask carlo could get anybodi els chip,42
ham,Was actually about to send you a reminder today. Have a wonderful weekend,73,13,2,actual send remind today wonder weekend,39
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",148,26,6,peopl see msg think iam addict msging wrong bcoz dont know iam addict sweet friend bslvyl,89
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,88,17,1,hey gave photo regist drive ah tmr wanna meet yck,49
ham,Dont talk to him ever ok its my word.,37,9,2,dont talk ever ok word,22
ham,When u wana see it then,23,6,1,u wana see,10
ham,On ma way to school. Can you pls send me ashley's number,56,12,2,way school pl send ashley number,32
ham,It shall be fine. I have avalarr now. Will hollalater,53,10,3,shall fine avalarr hollalat,27
ham,She went to attend another two rounds today..but still did't reach home..,73,12,5,went attend anoth two round todaybut still didt reach home,58
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,80,11,5,actual delet old websitenow blog magicalsongsblogspotcom,56
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",44,7,3,k wait chikkuil send aftr ltgt min,34
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,92,21,4,im diet ate mani slice pizza yesterday ugh im alway diet,56
ham,K:)i will give my kvb acc details:),35,7,1,ki give kvb acc detail,22
ham,Oh all have to come ah?,23,6,1,oh come ah,10
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,140,26,1,money r lucki winner claim prize text money å£million give away pptxnormal text rate box wtji,93
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),106,20,3,im realli sorri wont b abl fridayhop u find alternativehop yr term go ok,72
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,103,21,2,congratul ore mo owo wa enjoy wish mani happi moment fro wherev go,66
ham,So do you have samus shoulders yet,34,7,1,samu shoulder yet,17
ham,What time you think you'll have it? Need to know when I should be near campus,77,16,1,time think youll need know near campu,37
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",159,23,3,dear matthew pleas call landlin complimentari lux tenerif holiday å£ cash await collect ppm sae tc box skxh,107
ham,Then dun wear jeans lor...,26,5,4,dun wear jean lor,17
ham,"Since when, which side, any fever, any vomitin.",47,8,2,sinc side fever vomitin,23
ham,K:)k.are you in college?,24,4,2,kkare colleg,12
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",149,23,2,urgent call landlin complimentari tenerif holiday å£ cash await collect sae tc box hp yf ppm,92
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,133,26,5,better made friday stuf like pig yesterday feel bleh least writh pain kind bleh,79
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),126,25,3,sell well ton coin sell coin someon thru paypal voila money back life pocket,76
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,78,14,3,theyr lot place hospit medic place safe,39
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),132,24,1,get touch folk wait compani txt back name age opt enjoy commun psm,66
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,116,24,1,also ive sorta blown coupl time recent id rather text blue look weed,68
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",221,43,3,sent score sopha secondari applic school think think appli research cost also contact joke ogunrind school one less expens one,126
ham,I cant wait to see you! How were the photos were useful? :),59,13,1,cant wait see photo use,23
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,137,24,2,ur cashbal current pound maxim ur cashin send go pmsg cc po box tcrw,68
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,143,29,4,hey book kb sat alreadi lesson go ah keep sat night free need meet confirm lodg,79
ham,Chk in ur belovd ms dict,24,6,1,chk ur belovd ms dict,21
ham,Is that what time you want me to come?,38,9,1,time want come,14
ham,"Awesome, lemme know whenever you're around",42,6,1,awesom lemm know whenev your around,35
ham,Shb b ok lor... Thanx...,24,5,7,shb b ok lor thanx,18
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",159,26,7,beauti truth graviti read care heart feel light someon feel heavi someon leav good night,88
ham,Also remember to get dobby's bowl from your car,47,9,1,also rememb get dobbi bowl car,30
spam,Filthy stories and GIRLS waiting for your,41,7,1,filthi stori girl wait,22
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,122,27,13,sorri c ur msg yar lor poor thing one night tmr ull brand new room sleep,72
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",126,24,2,love isnt decis feel could decid love life would much simpler less magic,72
ham,Welp apparently he retired,26,4,1,welp appar retir,16
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,114,25,3,sort code acc bank natwest repli confirm ive sent right person,62
ham,Where @,7,2,1,,0
ham,U sure u can't take any sick time?,34,8,1,u sure u cant take sick time,28
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,157,27,5,urgent tri contact u today draw show å£ prize guarante call land line claim validhr,83
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,90,16,3,yo chad gymnast class wanna take site say christian class full,62
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,85,18,2,better still catch let ask sell ltgt,36
ham,I am not sure about night menu. . . I know only about noon menu,63,15,4,sure night menu know noon menu,30
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,220,45,9,u want come backa beauti necklac token heart youthat give wife likingb seeno one give thatdont call mei wait till come,118
ham,Are you willing to go for aptitude class.,41,8,2,will go aptitud class,21
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",60,14,2,wont b tri sort hous ok,23
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",88,20,3,yar lor wan go c hors race today mah eat earlier lor ate chicken rice u,71
ham,"Haha awesome, omw back now then",31,6,1,haha awesom omw back,20
ham,Yup i thk so until e shop closes lor.,37,9,2,yup thk e shop close lor,24
ham,what is your account number?,28,5,1,account number,14
ham,Eh u send wrongly lar...,24,5,4,eh u send wrongli lar,21
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,118,28,1,hey ad crap nite borin without ya boggi u bore biatch thanx u wait til nxt time il ave ya,89
ham,Ok i shall talk to him,22,6,1,ok shall talk,13
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,210,43,3,dont hesit know second time weak like keep notebook eat day anyth chang day sure noth,85
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,50,10,4,hey pay salari de ltgt,22
ham,Another month. I need chocolate weed and alcohol.,49,8,3,anoth month need chocol weed alcohol,36
ham,If he started searching he will get job in few days.he have great potential and talent.,87,16,3,start search get job daysh great potenti talent,47
ham,Reckon need to be in town by eightish to walk from * carpark.,61,13,2,reckon need town eightish walk carpark,38
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",141,22,3,congrat mobil g videophon r call videochat wid mate play java game dload polyph music nolin rentl,97
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,54,12,2,look fuckin time fuck think,27
ham,Yo guess what I just dropped,28,6,1,yo guess drop,13
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,49,9,1,carlo say hell mu ltgt minut,28
ham,I'm in office now . I will call you  &lt;#&gt;  min:),53,11,2,im offic call ltgt min,22
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",145,30,8,geeee miss alreadi know think fuck cant wait till next year togeth love kiss,76
